"qseqid","qlen","sseqid","slen","qstart","qend","sstart","send","evalue","bitscore","score","length","pident","nident","mismatch","positive","gapopen","gaps","ppos","sstrand"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,10725270,10726907,0,2942,1593,1638,99.084,1623,15,1623,0,0,99.08,"plus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,28841681,28840044,0,2311,1251,1638,92.125,1509,129,1509,0,0,92.12,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,29018616,29016979,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,29171396,29169759,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,29324105,29322468,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,28903512,28901875,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,29093332,29091695,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,29347862,29346225,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,29265155,29263518,0,2283,1236,1638,91.819,1504,134,1504,0,0,91.82,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,29399601,29397966,0,2281,1235,1638,91.819,1504,132,1504,2,2,91.82,"minus"
"AB292683.1",1638,"BCMa.chr7",65474844,1,1638,10001400,9999766,0,2141,1159,1638,90.293,1479,156,1479,2,3,90.29,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,10725270,10726907,0,2998,1623,1638,99.695,1633,5,1633,0,0,99.69,"plus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,10755684,10757321,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,10795276,10796913,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,10864002,10865639,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,10661820,10663457,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"plus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,28841681,28840044,0,2266,1227,1638,91.636,1501,137,1501,0,0,91.64,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,29018616,29016979,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,29171396,29169759,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,29324105,29322468,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,28903512,28901875,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,29093332,29091695,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,29347862,29346225,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,29265155,29263518,0,2239,1212,1638,91.331,1496,142,1496,0,0,91.33,"minus"
"AB292684.1",1638,"BCMa.chr7",65474844,1,1638,29399601,29397966,0,2237,1211,1638,91.331,1496,140,1496,2,2,91.33,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,29347862,29346228,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,29018616,29016982,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,29171396,29169762,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,29324105,29322471,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,28841681,28840047,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,28903512,28901878,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,29093332,29091698,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,29265155,29263521,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,29399601,29397969,0,2630,1424,1635,95.719,1565,68,1565,2,2,95.72,"minus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,10661820,10663454,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"plus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,10755684,10757318,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"plus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,10795276,10796910,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"plus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,10864002,10865636,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"plus"
"AB212829.1",1635,"BCMa.chr7",65474844,1,1635,10725270,10726904,0,2255,1221,1635,91.56,1497,138,1497,0,0,91.56,"plus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,29018616,29016982,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,29171396,29169762,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,29324105,29322471,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,28841681,28840047,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,28903512,28901878,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,29093332,29091698,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,29265155,29263521,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,29347862,29346228,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,29399601,29397969,0,2979,1613,1635,99.572,1628,5,1628,2,2,99.57,"minus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,10661820,10663454,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"plus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,10755684,10757318,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"plus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,10795276,10796910,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"plus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,10864002,10865636,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212830.1",1635,"BCMa.chr7",65474844,1,1635,10725270,10726904,0,2211,1197,1635,91.07,1489,146,1489,0,0,91.07,"plus"
"LY658671.1",1639,"BCMb.chr7",64394628,4,1639,10618447,10620082,0,2285,1237,1636,91.87,1503,133,1503,0,0,91.87,"plus"
"LY658671.1",1639,"BCMb.chr7",64394628,4,1639,10712309,10713944,0,2285,1237,1636,91.87,1503,133,1503,0,0,91.87,"plus"
"LY658671.1",1639,"BCMb.chr7",64394628,4,1639,10751901,10753536,0,2279,1234,1636,91.809,1502,134,1502,0,0,91.81,"plus"
"LY658671.1",1639,"BCMb.chr7",64394628,4,1639,10827840,10829475,0,2274,1231,1636,91.748,1501,135,1501,0,0,91.75,"plus"
"LY658671.1",1639,"BCMb.chr7",64394628,4,1639,10681897,10683532,0,2224,1204,1636,91.198,1492,144,1492,0,0,91.2,"plus"
"AB292682.1",1635,"BCMb.chr7",64394628,1,1635,9962045,9960411,0,3020,1635,1635,100,1635,0,1635,0,0,100,"minus"
"AB292682.1",1635,"BCMb.chr7",64394628,1,1635,10618448,10620085,0,2141,1159,1638,90.293,1479,156,1479,2,3,90.29,"plus"
"AB292682.1",1635,"BCMb.chr7",64394628,1,1635,10827841,10829478,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"plus"
"AB292682.1",1635,"BCMb.chr7",64394628,1,1635,10712310,10713947,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"plus"
"AB292682.1",1635,"BCMb.chr7",64394628,1,1635,10751902,10753539,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"plus"
"AB292683.1",1638,"BCMb.chr7",64394628,1,1638,10712310,10713947,0,3003,1626,1638,99.756,1634,4,1634,0,0,99.76,"plus"
"AB292683.1",1638,"BCMb.chr7",64394628,1,1638,10751902,10753539,0,2992,1620,1638,99.634,1632,6,1632,0,0,99.63,"plus"
"AB292683.1",1638,"BCMb.chr7",64394628,1,1638,10827841,10829478,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"BCMb.chr7",64394628,1,1638,10618448,10620085,0,2981,1614,1638,99.512,1630,8,1630,0,0,99.51,"plus"
"AB292683.1",1638,"BCMb.chr7",64394628,1,1638,10681898,10683535,0,2942,1593,1638,99.084,1623,15,1623,0,0,99.08,"plus"
"AB292683.1",1638,"BCMb.chr7",64394628,1,1638,9962045,9960411,0,2141,1159,1638,90.293,1479,156,1479,2,3,90.29,"minus"
"AB292684.1",1638,"BCMb.chr7",64394628,1,1638,10681898,10683535,0,2998,1623,1638,99.695,1633,5,1633,0,0,99.69,"plus"
"AB292684.1",1638,"BCMb.chr7",64394628,1,1638,10712310,10713947,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292684.1",1638,"BCMb.chr7",64394628,1,1638,10751902,10753539,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292684.1",1638,"BCMb.chr7",64394628,1,1638,10827841,10829478,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"BCMb.chr7",64394628,1,1638,10618448,10620085,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"plus"
"AB212829.1",1635,"BCMb.chr7",64394628,1,1635,10618448,10620082,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"plus"
"AB212829.1",1635,"BCMb.chr7",64394628,1,1635,10712310,10713944,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"plus"
"AB212829.1",1635,"BCMb.chr7",64394628,1,1635,10751902,10753536,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"plus"
"AB212829.1",1635,"BCMb.chr7",64394628,1,1635,10827841,10829475,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"plus"
"AB212829.1",1635,"BCMb.chr7",64394628,1,1635,10681898,10683532,0,2255,1221,1635,91.56,1497,138,1497,0,0,91.56,"plus"
"AB212830.1",1635,"BCMb.chr7",64394628,1,1635,10618448,10620082,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"plus"
"AB212830.1",1635,"BCMb.chr7",64394628,1,1635,10712310,10713944,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"plus"
"AB212830.1",1635,"BCMb.chr7",64394628,1,1635,10751902,10753536,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"plus"
"AB212830.1",1635,"BCMb.chr7",64394628,1,1635,10827841,10829475,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212830.1",1635,"BCMb.chr7",64394628,1,1635,10681898,10683532,0,2211,1197,1635,91.07,1489,146,1489,0,0,91.07,"plus"
"LY658671.1",1639,"BOAXa.chr7",63980000,4,1639,10611783,53366582,0,2290,1240,1636,91.932,1504,132,1504,0,0,91.93,"minus"
"LY658671.1",1639,"BOAXa.chr7",63980000,4,1639,10705394,53272971,0,2279,1234,1636,91.809,1502,134,1502,0,0,91.81,"minus"
"LY658671.1",1639,"BOAXa.chr7",63980000,4,1639,10646150,53332215,0,2279,1234,1636,91.809,1502,134,1502,0,0,91.81,"minus"
"LY658671.1",1639,"BOAXa.chr7",63980000,4,1639,10581385,53396980,0,2246,1216,1636,91.443,1496,140,1496,0,0,91.44,"minus"
"AB292682.1",1635,"BOAXa.chr7",63980000,1,1635,9931436,54050198,0,2976,1611,1635,99.511,1627,8,1627,0,0,99.51,"plus"
"AB292682.1",1635,"BOAXa.chr7",63980000,1,1635,10611784,53366579,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"minus"
"AB292682.1",1635,"BOAXa.chr7",63980000,1,1635,10705395,53272968,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"minus"
"AB292682.1",1635,"BOAXa.chr7",63980000,1,1635,10646151,53332212,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"minus"
"AB292683.1",1638,"BOAXa.chr7",63980000,1,1638,10611784,53366579,0,3009,1629,1638,99.817,1635,3,1635,0,0,99.82,"minus"
"AB292683.1",1638,"BOAXa.chr7",63980000,1,1638,10705395,53272968,0,2992,1620,1638,99.634,1632,6,1632,0,0,99.63,"minus"
"AB292683.1",1638,"BOAXa.chr7",63980000,1,1638,10646151,53332212,0,2992,1620,1638,99.634,1632,6,1632,0,0,99.63,"minus"
"AB292683.1",1638,"BOAXa.chr7",63980000,1,1638,10581386,53396977,0,2964,1605,1638,99.328,1627,11,1627,0,0,99.33,"minus"
"AB292683.1",1638,"BOAXa.chr7",63980000,1,1638,9931436,54050198,0,2146,1162,1638,90.354,1480,155,1480,2,3,90.35,"plus"
"AB292684.1",1638,"BOAXa.chr7",63980000,1,1638,10581386,53396977,0,3020,1635,1638,99.939,1637,1,1637,0,0,99.94,"minus"
"AB292684.1",1638,"BOAXa.chr7",63980000,1,1638,10611784,53366579,0,2964,1605,1638,99.328,1627,11,1627,0,0,99.33,"minus"
"AB292684.1",1638,"BOAXa.chr7",63980000,1,1638,10705395,53272968,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"minus"
"AB292684.1",1638,"BOAXa.chr7",63980000,1,1638,10646151,53332212,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"minus"
"AB212829.1",1635,"BOAXa.chr7",63980000,1,1635,10611784,53366582,0,2322,1257,1635,92.294,1509,126,1509,0,0,92.29,"minus"
"AB212829.1",1635,"BOAXa.chr7",63980000,1,1635,10705395,53272971,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"minus"
"AB212829.1",1635,"BOAXa.chr7",63980000,1,1635,10646151,53332215,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"minus"
"AB212829.1",1635,"BOAXa.chr7",63980000,1,1635,10581386,53396980,0,2278,1233,1635,91.804,1501,134,1501,0,0,91.8,"minus"
"AB212830.1",1635,"BOAXa.chr7",63980000,1,1635,10611784,53366582,0,2278,1233,1635,91.804,1501,134,1501,0,0,91.8,"minus"
"AB212830.1",1635,"BOAXa.chr7",63980000,1,1635,10705395,53272971,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"minus"
"AB212830.1",1635,"BOAXa.chr7",63980000,1,1635,10646151,53332215,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"minus"
"AB212830.1",1635,"BOAXa.chr7",63980000,1,1635,10581386,53396980,0,2233,1209,1635,91.315,1493,142,1493,0,0,91.31,"minus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,28383530,28381895,0,3016,1633,1636,99.939,1635,1,1635,0,0,99.94,"minus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,28441268,28439633,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,28512752,28511117,0,3000,1624,1636,99.756,1632,4,1632,0,0,99.76,"minus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,28582471,28580836,0,3000,1624,1636,99.756,1632,4,1632,0,0,99.76,"minus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,28651002,28649367,0,3000,1624,1636,99.756,1632,4,1632,0,0,99.76,"minus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,10362021,10363656,0,2268,1228,1636,91.687,1500,136,1500,0,0,91.69,"plus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,10332100,10333735,0,2263,1225,1636,91.626,1499,137,1499,0,0,91.63,"plus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,10392847,10394482,0,2263,1225,1636,91.626,1499,137,1499,0,0,91.63,"plus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,10450550,10452180,0,2235,1210,1636,91.381,1495,136,1495,2,5,91.38,"plus"
"LY658671.1",1639,"BOAXb.chr7",64901307,4,1639,10481516,10483151,0,2213,1198,1637,91.081,1491,144,1491,2,2,91.08,"plus"
"AB292682.1",1635,"BOAXb.chr7",64901307,1,1635,9546355,9544721,0,3003,1626,1635,99.817,1632,3,1632,0,0,99.82,"minus"
"AB292682.1",1635,"BOAXb.chr7",64901307,1,1635,10332101,10333738,0,2119,1147,1638,90.049,1475,160,1475,2,3,90.05,"plus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,10362022,10363659,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,10332101,10333738,0,2981,1614,1638,99.512,1630,8,1630,0,0,99.51,"plus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,10392848,10394485,0,2976,1611,1638,99.451,1629,9,1629,0,0,99.45,"plus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,10450551,10452183,0,2948,1596,1638,99.206,1625,8,1625,1,5,99.21,"plus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,10481517,10483154,0,2904,1572,1638,98.657,1616,22,1616,0,0,98.66,"plus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,28383529,28381892,0,2305,1248,1638,92.063,1508,130,1508,0,0,92.06,"minus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,28441267,28439630,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,28512751,28511114,0,2289,1239,1638,91.88,1505,133,1505,0,0,91.88,"minus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,28582470,28580833,0,2289,1239,1638,91.88,1505,133,1505,0,0,91.88,"minus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,28651001,28649364,0,2289,1239,1638,91.88,1505,133,1505,0,0,91.88,"minus"
"AB292683.1",1638,"BOAXb.chr7",64901307,1,1638,9546355,9544721,0,2124,1150,1638,90.11,1476,159,1476,2,3,90.11,"minus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,10332101,10333738,0,3003,1626,1638,99.756,1634,4,1634,0,0,99.76,"plus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,10362022,10363659,0,2942,1593,1638,99.084,1623,15,1623,0,0,99.08,"plus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,10392848,10394485,0,2942,1593,1638,99.084,1623,15,1623,0,0,99.08,"plus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,10450551,10452183,0,2915,1578,1638,98.84,1619,14,1619,1,5,98.84,"plus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,10481517,10483154,0,2870,1554,1638,98.291,1610,28,1610,0,0,98.29,"plus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,28383529,28381892,0,2261,1224,1638,91.575,1500,138,1500,0,0,91.58,"minus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,28441267,28439630,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,28512751,28511114,0,2244,1215,1638,91.392,1497,141,1497,0,0,91.39,"minus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,28582470,28580833,0,2244,1215,1638,91.392,1497,141,1497,0,0,91.39,"minus"
"AB292684.1",1638,"BOAXb.chr7",64901307,1,1638,28651001,28649364,0,2244,1215,1638,91.392,1497,141,1497,0,0,91.39,"minus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,28383529,28381895,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"minus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,28441267,28439633,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,28512751,28511117,0,2638,1428,1635,95.78,1566,69,1566,0,0,95.78,"minus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,28582470,28580836,0,2638,1428,1635,95.78,1566,69,1566,0,0,95.78,"minus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,28651001,28649367,0,2638,1428,1635,95.78,1566,69,1566,0,0,95.78,"minus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,10362022,10363656,0,2300,1245,1635,92.049,1505,130,1505,0,0,92.05,"plus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,10332101,10333735,0,2294,1242,1635,91.988,1504,131,1504,0,0,91.99,"plus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,10392848,10394482,0,2294,1242,1635,91.988,1504,131,1504,0,0,91.99,"plus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,10450551,10452180,0,2266,1227,1635,91.743,1500,130,1500,1,5,91.74,"plus"
"AB212829.1",1635,"BOAXb.chr7",64901307,1,1635,10481517,10483151,0,2244,1215,1636,91.443,1496,138,1496,2,2,91.44,"plus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,28383529,28381895,0,3003,1626,1635,99.817,1632,3,1632,0,0,99.82,"minus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,28441267,28439633,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,28512751,28511117,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"minus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,28582470,28580836,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"minus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,28651001,28649367,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"minus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,10362022,10363656,0,2255,1221,1635,91.56,1497,138,1497,0,0,91.56,"plus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,10332101,10333735,0,2250,1218,1635,91.498,1496,139,1496,0,0,91.5,"plus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,10392848,10394482,0,2250,1218,1635,91.498,1496,139,1496,0,0,91.5,"plus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,10450551,10452180,0,2222,1203,1635,91.254,1492,138,1492,2,5,91.25,"plus"
"AB212830.1",1635,"BOAXb.chr7",64901307,1,1635,10481517,10483151,0,2200,1191,1636,90.954,1488,146,1488,2,2,90.95,"plus"
"LY658671.1",1639,"COFBa.chr7",63737855,4,1639,11787027,11788662,0,2645,1432,1636,95.844,1568,68,1568,0,0,95.84,"plus"
"LY658671.1",1639,"COFBa.chr7",63737855,13,1639,11216957,11215340,0,2320,1256,1628,92.506,1506,111,1506,4,11,92.51,"minus"
"LY658671.1",1639,"COFBa.chr7",63737855,4,1639,12541654,12543289,0,2257,1222,1636,91.565,1498,138,1498,0,0,91.56,"plus"
"LY658671.1",1639,"COFBa.chr7",63737855,26,1639,12578055,12579668,0,2233,1209,1614,91.636,1479,135,1479,0,0,91.64,"plus"
"LY658671.1",1639,"COFBa.chr7",63737855,4,1639,12489117,12490752,0,2230,1207,1636,91.259,1493,143,1493,0,0,91.26,"plus"
"LY658671.1",1639,"COFBa.chr7",63737855,4,1639,12629483,12631115,0,2193,1187,1637,90.898,1488,144,1488,3,5,90.9,"plus"
"LY658671.1",1639,"COFBa.chr7",63737855,5,1637,12780820,12779191,0,2193,1187,1634,90.942,1486,143,1486,5,5,90.94,"minus"
"AB292682.1",1635,"COFBa.chr7",63737855,1,1635,11481876,11480243,0,2547,1379,1639,94.814,1554,76,1554,4,9,94.81,"minus"
"AB292682.1",1635,"COFBa.chr7",63737855,1,1635,11575083,11573452,0,2446,1324,1638,93.712,1535,94,1535,4,9,93.71,"minus"
"AB292683.1",1638,"COFBa.chr7",63737855,1,1638,12541655,12543292,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292683.1",1638,"COFBa.chr7",63737855,1,1638,12578040,12579671,0,2926,1584,1638,98.962,1621,11,1621,1,6,98.96,"plus"
"AB292683.1",1638,"COFBa.chr7",63737855,1,1638,12489118,12490755,0,2920,1581,1638,98.84,1619,19,1619,0,0,98.84,"plus"
"AB292683.1",1638,"COFBa.chr7",63737855,1,1638,12629484,12631118,0,2889,1564,1638,98.535,1614,21,1614,1,3,98.53,"plus"
"AB292683.1",1638,"COFBa.chr7",63737855,1,1638,11787028,11788665,0,2344,1269,1638,92.491,1515,123,1515,0,0,92.49,"plus"
"AB292683.1",1638,"COFBa.chr7",63737855,9,1638,11216957,11215337,0,2148,1163,1630,90.552,1476,145,1476,2,9,90.55,"minus"
"AB292684.1",1638,"COFBa.chr7",63737855,1,1638,12541655,12543292,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"plus"
"AB292684.1",1638,"COFBa.chr7",63737855,1,1638,12578040,12579671,0,2892,1566,1638,98.596,1615,17,1615,1,6,98.6,"plus"
"AB292684.1",1638,"COFBa.chr7",63737855,1,1638,12489118,12490755,0,2887,1563,1638,98.474,1613,25,1613,0,0,98.47,"plus"
"AB292684.1",1638,"COFBa.chr7",63737855,1,1638,12629484,12631118,0,2856,1546,1638,98.168,1608,27,1608,1,3,98.17,"plus"
"AB292684.1",1638,"COFBa.chr7",63737855,1,1638,11787028,11788665,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"plus"
"AB292684.1",1638,"COFBa.chr7",63737855,9,1638,11216957,11215337,0,2104,1139,1630,90.061,1468,153,1468,2,9,90.06,"minus"
"AB212829.1",1635,"COFBa.chr7",63737855,1,1635,11787028,11788662,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"plus"
"AB212829.1",1635,"COFBa.chr7",63737855,1,1635,12541655,12543289,0,2289,1239,1635,91.927,1503,132,1503,0,0,91.93,"plus"
"AB212829.1",1635,"COFBa.chr7",63737855,22,1635,12578055,12579668,0,2278,1233,1614,92.131,1487,127,1487,0,0,92.13,"plus"
"AB212829.1",1635,"COFBa.chr7",63737855,9,1625,11216957,11215350,0,2274,1231,1618,92.151,1491,116,1491,4,11,92.15,"minus"
